shapeID,city,shapeGroup,date,avg_rad,cf_cvg,n_pixels,area_km2
GBR-ADM2-001,Manchester,GBR,2021-01-01,13.58,17,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-02-01,15.5213,14,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-03-01,14.7833,11,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-04-01,15.1546,15,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-05-01,15.6077,12,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-06-01,16.6885,6,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-07-01,15.3832,6,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-08-01,14.6732,6,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-09-01,14.4501,16,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-10-01,14.7289,15,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-11-01,16.0488,16,58,13.62
GBR-ADM2-001,Manchester,GBR,2021-12-01,15.2203,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-01-01,15.7351,10,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-02-01,14.0283,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-03-01,16.1385,17,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-04-01,16.855,20,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-05-01,16.6478,14,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-06-01,15.6956,5,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-07-01,15.0538,2,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-08-01,14.4302,10,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-09-01,15.3376,8,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-10-01,15.3681,24,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-11-01,14.7234,8,58,13.62
GBR-ADM2-001,Manchester,GBR,2022-12-01,17.1482,12,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-01-01,15.194,17,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-02-01,18.5181,14,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-03-01,18.3449,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-04-01,17.1437,11,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-05-01,15.8571,17,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-06-01,16.0645,11,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-07-01,16.9763,6,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-08-01,13.7646,12,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-09-01,14.9399,6,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-10-01,16.1164,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-11-01,16.6687,12,58,13.62
GBR-ADM2-001,Manchester,GBR,2023-12-01,17.3064,11,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-01-01,18.5861,10,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-02-01,16.4928,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-03-01,16.9272,17,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-04-01,17.2601,12,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-05-01,17.3102,15,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-06-01,18.2774,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-07-01,16.9504,3,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-08-01,15.5739,7,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-09-01,16.8918,7,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-10-01,14.8994,13,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-11-01,18.2179,16,58,13.62
GBR-ADM2-001,Manchester,GBR,2024-12-01,16.0488,7,58,13.62
GBR-ADM2-002,Manchester,GBR,2019-01-01,12.731,16,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-02-01,15.6225,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-03-01,13.8417,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-04-01,13.3195,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-05-01,14.4451,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-06-01,12.6718,1,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-07-01,13.6645,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-08-01,12.6952,12,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-09-01,12.4091,4,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-10-01,11.4093,12,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-11-01,12.7361,9,49,11.42
GBR-ADM2-002,Manchester,GBR,2019-12-01,12.9344,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-01-01,13.7766,11,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-02-01,14.5736,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-03-01,14.2124,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-04-01,11.4662,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-05-01,11.3204,16,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-06-01,12.3972,3,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-07-01,11.14,4,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-08-01,10.3092,5,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-09-01,14.5491,4,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-10-01,14.44,17,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-11-01,14.2079,17,49,11.42
GBR-ADM2-002,Manchester,GBR,2020-12-01,14.0852,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-01-01,16.3312,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-02-01,14.306,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-03-01,15.8657,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-04-01,16.8943,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-05-01,14.1301,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-06-01,15.1117,11,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-07-01,15.4697,6,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-08-01,13.5722,6,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-09-01,13.2035,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-10-01,16.0214,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-11-01,15.3106,6,49,11.42
GBR-ADM2-002,Manchester,GBR,2021-12-01,15.0258,17,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-01-01,14.0151,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-02-01,16.2645,11,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-03-01,15.4468,16,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-04-01,14.3431,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-05-01,14.6973,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-06-01,16.1113,1,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-07-01,15.4348,8,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-08-01,14.6147,9,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-09-01,15.5619,5,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-10-01,14.9762,16,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-11-01,16.3036,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2022-12-01,15.4286,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-01-01,15.5728,19,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-02-01,16.3472,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-03-01,16.7302,18,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-04-01,15.7257,15,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-05-01,16.8423,9,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-06-01,14.7953,1,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-07-01,16.4921,7,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-08-01,15.6373,3,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-09-01,13.771,1,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-10-01,14.7143,10,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-11-01,14.4873,16,49,11.42
GBR-ADM2-002,Manchester,GBR,2023-12-01,15.578,18,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-01-01,16.1983,12,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-02-01,15.6592,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-03-01,16.5535,21,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-04-01,17.5317,13,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-05-01,16.7932,12,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-06-01,17.6387,4,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-07-01,16.7504,3,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-08-01,17.2811,3,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-09-01,15.5294,12,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-10-01,15.0048,17,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-11-01,15.5952,14,49,11.42
GBR-ADM2-002,Manchester,GBR,2024-12-01,16.1611,13,49,11.42
GBR-ADM2-003,Manchester,GBR,2019-01-01,5.7194,10,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-02-01,6.479,16,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-03-01,6.9933,9,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-04-01,6.3028,8,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-05-01,6.9101,14,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-06-01,5.9607,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-07-01,6.2917,3,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-08-01,6.2235,8,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-09-01,6.1006,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-10-01,5.996,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-11-01,6.0728,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2019-12-01,5.5536,9,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-01-01,6.8089,16,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-02-01,6.3071,18,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-03-01,5.9438,17,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-04-01,5.7395,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-05-01,4.7866,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-06-01,6.0914,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-07-01,4.9407,7,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-08-01,5.2948,2,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-09-01,5.962,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-10-01,6.3657,19,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-11-01,6.1129,21,28,6.52
GBR-ADM2-003,Manchester,GBR,2020-12-01,6.2044,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-01-01,7.1015,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-02-01,5.6261,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-03-01,6.5501,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-04-01,6.9487,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-05-01,6.5719,22,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-06-01,7.1366,9,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-07-01,6.8121,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-08-01,6.2309,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-09-01,5.9075,1,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-10-01,5.833,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-11-01,6.3034,10,28,6.52
GBR-ADM2-003,Manchester,GBR,2021-12-01,6.1123,14,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-01-01,6.2578,10,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-02-01,6.793,24,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-03-01,6.8338,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-04-01,7.1867,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-05-01,6.6847,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-06-01,,0,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-07-01,6.7206,5,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-08-01,6.6342,2,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-09-01,6.8412,4,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-10-01,5.9243,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-11-01,5.9143,14,28,6.52
GBR-ADM2-003,Manchester,GBR,2022-12-01,6.9842,19,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-01-01,6.3492,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-02-01,6.6023,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-03-01,7.2124,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-04-01,7.5573,15,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-05-01,6.3856,19,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-06-01,6.6636,15,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-07-01,6.9978,9,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-08-01,5.9603,7,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-09-01,6.5973,4,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-10-01,6.4016,16,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-11-01,6.7061,11,28,6.52
GBR-ADM2-003,Manchester,GBR,2023-12-01,6.7211,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-01-01,6.4945,15,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-02-01,6.518,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-03-01,6.7559,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-04-01,7.075,13,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-05-01,7.7777,17,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-06-01,7.4955,4,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-07-01,6.7351,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-08-01,6.6246,9,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-09-01,6.4124,4,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-10-01,6.2906,20,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-11-01,6.593,12,28,6.52
GBR-ADM2-003,Manchester,GBR,2024-12-01,6.7966,17,28,6.52
GBR-ADM2-004,Manchester,GBR,2019-01-01,8.3829,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-02-01,7.782,14,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-03-01,8.8914,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-04-01,8.4817,11,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-05-01,8.5971,13,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-06-01,8.4062,12,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-07-01,7.3971,11,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-08-01,8.081,11,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-09-01,7.409,3,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-10-01,7.3988,19,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-11-01,7.3281,17,64,14.92
GBR-ADM2-004,Manchester,GBR,2019-12-01,7.3668,18,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-01-01,7.3584,7,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-02-01,7.8296,17,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-03-01,8.7917,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-04-01,7.3755,14,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-05-01,6.8329,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-06-01,6.8373,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-07-01,6.0576,3,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-08-01,6.2578,4,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-09-01,7.9623,5,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-10-01,7.4996,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-11-01,7.4466,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2020-12-01,7.6032,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-01-01,9.0061,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-02-01,8.6518,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-03-01,9.6619,11,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-04-01,9.0355,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-05-01,8.6683,18,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-06-01,8.3268,6,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-07-01,8.2693,7,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-08-01,8.6911,9,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-09-01,8.046,6,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-10-01,8.0454,11,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-11-01,7.9391,19,64,14.92
GBR-ADM2-004,Manchester,GBR,2021-12-01,7.9606,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-01-01,8.3894,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-02-01,9.0758,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-03-01,8.4367,13,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-04-01,8.7496,9,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-05-01,8.2005,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-06-01,8.2069,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-07-01,8.5146,7,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-08-01,8.142,5,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-09-01,7.7234,4,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-10-01,8.118,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-11-01,9.1184,12,64,14.92
GBR-ADM2-004,Manchester,GBR,2022-12-01,8.2732,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-01-01,9.0881,18,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-02-01,9.1405,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-03-01,8.9316,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-04-01,9.4988,14,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-05-01,8.8368,12,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-06-01,9.4477,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-07-01,9.0359,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-08-01,8.7018,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-09-01,9.4541,5,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-10-01,8.8895,17,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-11-01,7.7783,17,64,14.92
GBR-ADM2-004,Manchester,GBR,2023-12-01,8.5705,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-01-01,8.9638,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-02-01,10.6482,16,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-03-01,9.3297,6,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-04-01,8.9282,12,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-05-01,8.8905,12,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-06-01,10.3504,15,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-07-01,9.2668,6,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-08-01,8.8614,3,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-09-01,8.874,2,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-10-01,8.8891,10,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-11-01,9.9523,8,64,14.92
GBR-ADM2-004,Manchester,GBR,2024-12-01,8.788,15,64,14.92
GBR-ADM2-005,Manchester,GBR,2019-01-01,10.8693,10,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-02-01,11.7911,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-03-01,12.3508,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-04-01,11.0108,11,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-05-01,11.7868,24,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-06-01,12.5239,5,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-07-01,11.5367,12,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-08-01,12.9763,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-09-01,13.498,4,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-10-01,12.0587,14,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-11-01,11.4033,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2019-12-01,12.1085,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-01-01,11.3289,11,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-02-01,12.1159,22,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-03-01,10.793,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-04-01,9.9647,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-05-01,9.6282,8,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-06-01,10.6654,7,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-07-01,9.4729,3,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-08-01,9.1272,8,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-09-01,11.0985,7,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-10-01,11.0647,21,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-11-01,12.1431,11,58,13.66
GBR-ADM2-005,Manchester,GBR,2020-12-01,12.6957,17,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-01-01,14.6279,17,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-02-01,12.7361,12,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-03-01,13.5169,14,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-04-01,12.014,11,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-05-01,13.1352,16,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-06-01,12.8526,7,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-07-01,12.8986,1,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-08-01,12.4409,8,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-09-01,11.5586,15,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-10-01,12.1172,18,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-11-01,11.4415,17,58,13.66
GBR-ADM2-005,Manchester,GBR,2021-12-01,11.7774,12,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-01-01,11.5794,9,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-02-01,13.0163,22,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-03-01,13.3331,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-04-01,14.8287,17,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-05-01,12.4531,11,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-06-01,12.7713,5,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-07-01,12.7784,10,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-08-01,12.6878,4,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-09-01,13.524,5,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-10-01,12.4376,14,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-11-01,12.6561,9,58,13.66
GBR-ADM2-005,Manchester,GBR,2022-12-01,13.8326,18,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-01-01,13.3859,15,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-02-01,13.421,15,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-03-01,13.6162,13,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-04-01,13.8997,8,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-05-01,15.1498,9,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-06-01,13.3167,5,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-07-01,13.3763,1,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-08-01,,0,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-09-01,12.2729,3,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-10-01,12.1193,10,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-11-01,13.2672,18,58,13.66
GBR-ADM2-005,Manchester,GBR,2023-12-01,13.2609,14,58,13.66
GBR-ADM2-005,Manchester,GBR,2024-01-01,12.9847,13,58,13.66
