city_id,year,transit_share_pct,EN_POP_DNST,NY_GDP_PCAP_CD,IS_VEH_NVEH_P3,treated,post
CITY-02,2012,46.756,3566.0,3775.0,0.5665,0,0
CITY-02,2013,46.588,3615.0,3759.0,0.5688,0,0
CITY-02,2014,45.876,3502.0,3916.0,0.5725,0,0
CITY-02,2015,47.0,3589.0,3978.0,0.5814,0,1
CITY-02,2016,46.735,3616.0,4000.0,0.5724,0,1
CITY-02,2017,46.813,3579.0,4116.0,0.5837,0,1
CITY-02,2018,46.982,3610.0,4172.0,0.5798,0,1
CITY-02,2019,46.35,3544.0,4224.0,0.6003,0,1
CITY-02,2020,46.301,3546.0,4217.0,0.604,0,1
CITY-02,2021,45.294,3551.0,4338.0,0.603,0,1
CITY-02,2022,43.916,3591.0,4324.0,0.6066,0,1
CITY-02,2023,45.364,3588.0,4303.0,0.6101,0,1
CITY-03,2000,36.415,3887.0,3827.0,0.3956,0,0
CITY-03,2001,37.355,3904.0,4047.0,0.4056,0,0
CITY-03,2002,36.171,3999.0,4006.0,0.4073,0,0
CITY-03,2003,35.387,3940.0,4167.0,0.4045,0,0
CITY-03,2004,36.561,3900.0,4180.0,0.417,0,0
CITY-03,2005,35.757,3957.0,4206.0,0.4253,0,0
CITY-03,2006,35.495,3859.0,4340.0,0.4186,0,0
CITY-03,2007,37.486,3940.0,4394.0,0.4184,0,0
CITY-03,2008,38.075,3931.0,4486.0,0.4204,0,0
CITY-03,2009,38.836,3926.0,4617.0,0.4333,0,0
CITY-03,2010,37.521,3870.0,4687.0,0.4403,0,0
CITY-03,2011,38.242,3913.0,4809.0,0.4396,0,0
CITY-03,2012,40.573,3886.0,4786.0,0.4429,0,0
CITY-03,2013,40.633,3887.0,4897.0,0.4485,0,0
CITY-03,2014,38.713,3953.0,5026.0,0.4449,0,0
CITY-03,2015,41.265,3878.0,5132.0,0.4561,0,1
CITY-03,2016,39.963,4048.0,5202.0,0.4677,0,1
CITY-03,2017,41.987,4003.0,5250.0,0.4642,0,1
CITY-03,2018,42.614,3965.0,5291.0,0.4681,0,1
CITY-03,2019,42.658,3897.0,5440.0,0.4708,0,1
CITY-03,2020,41.224,3921.0,5474.0,0.4864,0,1
CITY-03,2021,40.407,3984.0,5497.0,0.4845,0,1
CITY-03,2022,40.819,3965.0,5596.0,0.4937,0,1
CITY-03,2023,41.256,3993.0,5715.0,0.4862,0,1
CITY-04,2000,41.864,4027.0,3674.0,0.3279,0,0
CITY-04,2001,43.068,4134.0,3635.0,0.3356,0,0
CITY-04,2002,42.028,4011.0,3731.0,0.3319,0,0
CITY-04,2003,40.527,4007.0,3666.0,0.3432,0,0
CITY-04,2004,40.298,4144.0,3826.0,0.3508,0,0
CITY-04,2005,40.87,4109.0,3940.0,0.3526,0,0
CITY-04,2006,41.231,4120.0,3997.0,0.3598,0,0
CITY-04,2007,41.795,4086.0,3996.0,0.3613,0,0
CITY-04,2008,43.18,4059.0,4141.0,0.3721,0,0
CITY-04,2009,45.399,4024.0,4157.0,0.3727,0,0
CITY-04,2010,45.011,4076.0,4276.0,0.3736,0,0
CITY-04,2011,45.322,4063.0,4358.0,0.3771,0,0
CITY-04,2012,45.193,4064.0,4382.0,0.3773,0,0
CITY-04,2013,47.2,4110.0,4416.0,0.3785,0,0
CITY-04,2014,47.697,4067.0,4558.0,0.3902,0,0
CITY-04,2015,47.334,4013.0,4604.0,0.3999,0,1
CITY-04,2016,49.512,4139.0,4686.0,0.3981,0,1
CITY-04,2017,49.567,4024.0,4735.0,0.3963,0,1
CITY-04,2018,49.546,4076.0,4809.0,0.405,0,1
CITY-04,2019,48.97,4044.0,4872.0,0.4074,0,1
CITY-04,2020,50.342,4080.0,4879.0,0.4186,0,1
CITY-04,2021,47.858,4052.0,5053.0,0.4104,0,1
CITY-04,2022,46.647,4102.0,4976.0,0.4098,0,1
CITY-04,2023,48.843,4165.0,5130.0,0.4219,0,1
CITY-05,2000,35.455,5732.0,2355.0,0.3989,0,0
CITY-05,2001,35.89,5672.0,2454.0,0.4015,0,0
CITY-05,2002,35.869,5684.0,2522.0,0.3961,0,0
CITY-05,2003,35.183,5720.0,2471.0,0.4012,0,0
CITY-05,2004,32.935,5691.0,2511.0,0.4142,0,0
CITY-05,2005,35.164,5724.0,2580.0,0.4082,0,0
CITY-05,2006,34.649,5630.0,2609.0,0.4262,0,0
CITY-05,2007,33.337,5713.0,2620.0,0.4226,0,0
CITY-05,2008,34.995,5629.0,2719.0,0.4297,0,0
CITY-05,2009,35.247,5576.0,2771.0,0.431,0,0
CITY-05,2010,37.298,5679.0,2830.0,0.435,0,0
CITY-05,2011,36.906,5672.0,2933.0,0.4391,0,0
CITY-05,2012,37.335,5609.0,2973.0,0.4527,0,0
CITY-05,2013,37.747,5657.0,3029.0,0.4462,0,0
CITY-05,2014,38.089,5696.0,3030.0,0.452,0,0
CITY-05,2015,38.997,5707.0,3086.0,0.4548,0,1
CITY-05,2016,36.62,5657.0,3142.0,0.4568,0,1
CITY-05,2017,36.779,5625.0,3142.0,0.4667,0,1
CITY-05,2018,39.317,5630.0,3208.0,0.4636,0,1
CITY-05,2019,38.262,5613.0,3241.0,0.4835,0,1
CITY-05,2020,37.456,5702.0,3329.0,0.4692,0,1
CITY-05,2021,35.91,5623.0,3356.0,0.4762,0,1
CITY-05,2022,36.522,5697.0,3397.0,0.48,0,1
CITY-05,2023,38.219,5692.0,3456.0,0.4806,0,1
CITY-06,2000,54.272,5018.0,2713.0,0.3529,0,0
CITY-06,2001,55.072,4995.0,2770.0,0.3529,0,0
CITY-06,2002,53.385,4970.0,2818.0,0.3697,0,0
CITY-06,2003,54.094,4931.0,2932.0,0.3582,0,0
CITY-06,2004,56.11,4927.0,2947.0,0.3636,0,0
CITY-06,2005,55.621,4989.0,3052.0,0.3758,0,0
CITY-06,2006,54.41,5003.0,3121.0,0.3735,0,0
CITY-06,2007,54.775,4967.0,3082.0,0.3772,0,0
CITY-06,2008,55.526,5019.0,3166.0,0.3854,0,0
CITY-06,2009,55.133,4955.0,3202.0,0.3927,0,0
CITY-06,2010,56.238,4950.0,3304.0,0.3859,0,0
CITY-06,2011,56.819,5005.0,3377.0,0.3971,0,0
CITY-06,2012,57.787,4950.0,3379.0,0.3952,0,0
CITY-06,2013,58.437,4997.0,3387.0,0.3953,0,0
CITY-06,2014,57.82,4965.0,3415.0,0.4123,0,0
CITY-06,2015,60.589,4966.0,3516.0,0.4065,0,1
CITY-06,2016,60.34,4965.0,3595.0,0.4208,0,1
CITY-06,2017,59.505,4959.0,3661.0,0.4252,0,1
CITY-06,2018,61.181,4975.0,3820.0,0.4243,0,1
CITY-06,2019,62.334,4955.0,3765.0,0.4309,0,1
CITY-06,2020,59.689,4962.0,3858.0,0.4391,0,1
CITY-06,2021,59.354,4915.0,3847.0,0.4419,0,1
CITY-06,2022,58.601,4880.0,3917.0,0.4443,0,1
CITY-06,2023,60.075,5029.0,3924.0,0.4388,0,1
CITY-07,2000,32.604,3950.0,3127.0,0.3693,1,0
CITY-07,2001,34.671,3969.0,3108.0,0.3743,1,0
CITY-07,2002,36.133,4064.0,3286.0,0.3885,1,0
CITY-07,2003,34.712,3974.0,3265.0,0.3966,1,0
CITY-07,2004,34.313,3996.0,3352.0,0.3971,1,0
CITY-07,2005,35.715,3965.0,3461.0,0.3908,1,0
CITY-07,2006,34.921,4021.0,3458.0,0.4014,1,0
CITY-07,2007,36.141,4015.0,3563.0,0.4102,1,0
CITY-07,2008,36.582,3989.0,3605.0,0.4017,1,0
CITY-07,2009,37.768,3950.0,3646.0,0.4021,1,0
CITY-07,2010,36.3,3993.0,3738.0,0.4046,1,0
CITY-07,2011,37.945,4002.0,3859.0,0.4258,1,0
CITY-07,2012,39.796,3943.0,3920.0,0.4112,1,0
CITY-07,2013,41.249,3991.0,4027.0,0.429,1,0
CITY-07,2014,41.506,4053.0,3939.0,0.4349,1,0
CITY-07,2015,41.596,4026.0,4170.0,0.4328,1,1
CITY-07,2016,43.769,3994.0,4135.0,0.4387,1,1
CITY-07,2017,45.881,4027.0,4058.0,0.4413,1,1
CITY-07,2018,46.654,3996.0,4240.0,0.4508,1,1
CITY-07,2019,47.454,3977.0,4414.0,0.4461,1,1
CITY-07,2020,49.135,4000.0,4344.0,0.4519,1,1
CITY-07,2021,49.237,3945.0,4439.0,0.4558,1,1
CITY-07,2022,51.872,4015.0,4350.0,0.4619,1,1
CITY-07,2023,51.282,3967.0,4517.0,0.4656,1,1
CITY-08,2000,40.67,4823.0,1997.0,0.3911,0,0
CITY-08,2001,42.246,4880.0,2011.0,0.3932,0,0
CITY-08,2002,41.495,4902.0,2038.0,0.3982,0,0
CITY-08,2003,41.946,4926.0,2078.0,0.4021,0,0
CITY-08,2004,41.223,4817.0,2209.0,0.4029,0,0
CITY-08,2005,41.25,4842.0,2209.0,0.4031,0,0
CITY-08,2006,40.457,4822.0,2183.0,0.4139,0,0
CITY-08,2007,41.133,4871.0,2185.0,0.4131,0,0
CITY-08,2008,41.789,4839.0,2142.0,0.422,0,0
CITY-08,2009,42.78,4854.0,2264.0,0.4199,0,0
CITY-08,2010,42.308,4841.0,2305.0,0.4308,0,0
CITY-08,2011,44.779,4777.0,2395.0,0.4335,0,0
CITY-08,2012,46.378,4745.0,2379.0,0.438,0,0
CITY-08,2013,44.83,4834.0,2420.0,0.4363,0,0
CITY-08,2014,43.139,4857.0,2483.0,0.4546,0,0
CITY-08,2015,44.604,4959.0,2492.0,0.4531,0,1
CITY-08,2016,45.832,4876.0,2529.0,0.4506,0,1
CITY-08,2017,45.936,4840.0,2579.0,0.4539,0,1
CITY-08,2018,46.395,4886.0,2626.0,0.4683,0,1
CITY-08,2019,46.841,4931.0,2651.0,0.4642,0,1
CITY-08,2020,44.985,4901.0,2762.0,0.4585,0,1
CITY-08,2021,44.726,4825.0,2676.0,0.4727,0,1
CITY-08,2022,45.39,4889.0,2794.0,0.4794,0,1
CITY-08,2023,45.279,4854.0,2845.0,0.4869,0,1
CITY-09,2000,38.163,5529.0,1806.0,0.4507,0,0
CITY-09,2001,38.338,5482.0,1764.0,0.4523,0,0
CITY-09,2002,39.436,5425.0,1878.0,0.4605,0,0
CITY-09,2003,37.594,5440.0,2049.0,0.4666,0,0
CITY-09,2004,38.314,5492.0,1955.0,0.4704,0,0
CITY-09,2005,37.915,5472.0,1976.0,0.4748,0,0
CITY-09,2006,38.036,5477.0,2095.0,0.4781,0,0
CITY-09,2007,38.295,5454.0,2044.0,0.4847,0,0
CITY-09,2008,38.04,5435.0,2116.0,0.4826,0,0
CITY-09,2009,40.695,5509.0,2208.0,0.4908,0,0
CITY-09,2010,39.496,5481.0,2239.0,0.4905,0,0
CITY-09,2011,39.625,5502.0,2223.0,0.506,0,0
CITY-09,2012,41.252,5495.0,2327.0,0.4953,0,0
CITY-09,2013,41.034,5477.0,2303.0,0.5039,0,0
CITY-09,2014,40.876,5462.0,2327.0,0.5029,0,0
CITY-09,2015,43.402,5534.0,2463.0,0.5171,0,1
CITY-09,2016,42.559,5495.0,2535.0,0.5133,0,1
CITY-09,2017,43.212,5479.0,2468.0,0.5279,0,1
CITY-09,2018,42.296,5455.0,2556.0,0.5237,0,1
CITY-09,2019,41.44,5464.0,2634.0,0.5326,0,1
CITY-09,2020,40.804,5511.0,2563.0,0.5339,0,1
CITY-09,2021,39.899,5508.0,2695.0,0.5383,0,1
CITY-09,2022,41.175,5389.0,2562.0,0.5369,0,1
CITY-09,2023,41.419,5419.0,2681.0,0.5442,0,1
CITY-10,2000,52.542,4001.0,2706.0,0.3737,0,0
CITY-10,2001,54.234,3908.0,2782.0,0.3723,0,0
CITY-10,2002,54.284,3923.0,2872.0,0.3819,0,0
CITY-10,2003,51.669,3925.0,2975.0,0.3845,0,0
CITY-10,2004,52.46,3891.0,3053.0,0.3799,0,0
CITY-10,2005,52.176,3885.0,3064.0,0.3922,0,0
CITY-10,2006,53.834,3900.0,3144.0,0.3943,0,0
CITY-10,2007,53.533,3960.0,3249.0,0.3937,0,0
CITY-10,2008,54.219,3863.0,3199.0,0.4014,0,0
CITY-10,2009,55.451,3943.0,3245.0,0.4041,0,0
CITY-10,2010,55.447,3885.0,3299.0,0.4068,0,0
CITY-10,2011,55.995,3873.0,3419.0,0.4169,0,0
CITY-10,2012,57.225,3854.0,3455.0,0.4141,0,0
CITY-10,2013,56.668,3879.0,3586.0,0.4206,0,0
CITY-10,2014,57.963,3906.0,3609.0,0.424,0,0
CITY-10,2015,57.249,3858.0,3546.0,0.428,0,1
CITY-10,2016,58.157,3834.0,3755.0,0.4312,0,1
CITY-10,2017,59.72,3881.0,3687.0,0.4449,0,1
CITY-10,2018,57.29,3868.0,3773.0,0.4391,0,1
CITY-10,2019,57.522,3847.0,3910.0,0.442,0,1
CITY-10,2020,58.335,3874.0,3904.0,0.451,0,1
CITY-10,2021,56.507,3880.0,3926.0,0.4522,0,1
CITY-10,2022,56.331,3846.0,3893.0,0.4577,0,1
CITY-10,2023,58.882,3881.0,3979.0,0.4494,0,1
CITY-11,2000,41.573,2510.0,3272.0,0.3562,0,0
CITY-11,2001,40.965,2487.0,3315.0,0.3506,0,0
CITY-11,2002,41.39,2508.0,3363.0,0.3632,0,0
CITY-11,2003,40.41,2509.0,3476.0,0.3624,0,0
CITY-11,2004,41.835,2433.0,3563.0,0.366,0,0
CITY-11,2005,43.468,2434.0,3581.0,0.3655,0,0
CITY-11,2006,42.513,2581.0,3693.0,0.3725,0,0
CITY-11,2007,44.927,2556.0,3722.0,0.3669,0,0
CITY-11,2008,45.28,2476.0,3775.0,0.3799,0,0
CITY-11,2009,45.625,2498.0,3851.0,0.3818,0,0
CITY-11,2010,45.721,2545.0,3819.0,0.3959,0,0
CITY-11,2011,47.216,2601.0,3972.0,0.4037,0,0
CITY-11,2012,48.31,2468.0,3993.0,0.3959,0,0
CITY-11,2013,49.087,2505.0,4045.0,0.4077,0,0
CITY-11,2014,49.796,2531.0,4180.0,0.4044,0,0
CITY-11,2015,51.665,2618.0,4245.0,0.4107,0,1
CITY-11,2016,53.069,2550.0,4233.0,0.4091,0,1
CITY-11,2017,52.881,2519.0,4464.0,0.4146,0,1
CITY-11,2018,53.267,2517.0,4458.0,0.408,0,1
CITY-11,2019,53.928,2567.0,4553.0,0.4244,0,1
CITY-11,2020,53.332,2538.0,4546.0,0.4335,0,1
CITY-11,2021,53.257,2507.0,4544.0,0.4406,0,1
CITY-11,2022,52.125,2549.0,4726.0,0.4302,0,1
CITY-11,2023,55.439,2507.0,4735.0,0.4397,0,1
CITY-12,2000,35.591,4761.0,2035.0,0.4215,0,0
CITY-12,2001,34.857,4735.0,2005.0,0.4228,0,0
CITY-12,2002,34.496,4740.0,2029.0,0.4231,0,0
CITY-12,2003,33.628,4677.0,2061.0,0.4278,0,0
CITY-12,2004,32.696,4802.0,2092.0,0.4313,0,0
CITY-12,2005,32.449,4843.0,2149.0,0.4405,0,0
CITY-12,2006,34.18,4792.0,2170.0,0.4458,0,0
CITY-12,2007,32.342,4756.0,2301.0,0.4525,0,0
CITY-12,2008,32.952,4782.0,2296.0,0.4489,0,0
CITY-12,2009,32.166,4738.0,2203.0,0.4665,0,0
CITY-12,2010,33.807,4756.0,2400.0,0.4585,0,0
CITY-12,2011,36.033,4786.0,2398.0,0.4679,0,0
CITY-12,2012,35.66,4751.0,2303.0,0.4777,0,0
CITY-12,2013,36.634,4807.0,2483.0,0.4749,0,0
CITY-12,2014,36.349,4757.0,2487.0,0.4873,0,0
CITY-12,2015,36.134,4774.0,2586.0,0.4887,0,1
CITY-12,2016,36.322,4790.0,2583.0,0.4839,0,1
CITY-12,2017,36.797,4745.0,2562.0,0.4918,0,1
CITY-12,2018,38.039,4778.0,2617.0,0.4968,0,1
CITY-12,2019,39.435,4700.0,2707.0,0.4981,0,1
CITY-12,2020,35.915,4797.0,2784.0,0.5045,0,1
CITY-12,2021,36.049,4743.0,2782.0,0.5075,0,1
CITY-12,2022,34.288,4781.0,2859.0,0.5174,0,1
CITY-12,2023,36.154,4735.0,2950.0,0.5107,0,1
CITY-13,2000,38.044,4865.0,1881.0,0.3632,0,0
CITY-13,2001,39.108,4819.0,1960.0,0.3705,0,0
CITY-13,2002,39.696,4896.0,1955.0,0.3717,0,0
CITY-13,2003,38.409,4849.0,1928.0,0.3808,0,0
CITY-13,2004,40.19,4815.0,1928.0,0.3865,0,0
CITY-13,2005,37.467,4893.0,1980.0,0.3851,0,0
CITY-13,2006,38.745,4920.0,2188.0,0.3954,0,0
CITY-13,2007,39.364,4889.0,2308.0,0.3997,0,0
CITY-13,2008,41.395,4771.0,2247.0,0.4005,0,0
CITY-13,2009,41.733,4877.0,2346.0,0.3948,0,0
CITY-13,2010,42.226,4813.0,2367.0,0.4091,0,0
CITY-13,2011,44.796,4854.0,2319.0,0.408,0,0
CITY-13,2012,43.726,4913.0,2441.0,0.4229,0,0
CITY-13,2013,46.074,4904.0,2395.0,0.4301,0,0
CITY-13,2014,44.167,4892.0,2440.0,0.4277,0,0
CITY-13,2015,45.804,4960.0,2522.0,0.442,0,1
CITY-13,2016,46.181,4829.0,2499.0,0.4339,0,1
CITY-13,2017,47.197,4860.0,2519.0,0.4393,0,1
CITY-13,2018,47.835,4897.0,2582.0,0.4475,0,1
CITY-13,2019,47.726,4845.0,2727.0,0.4534,0,1
CITY-13,2020,47.289,4840.0,2587.0,0.4515,0,1
CITY-13,2021,46.473,4904.0,2751.0,0.4497,0,1
CITY-13,2022,47.539,4917.0,2710.0,0.4607,0,1
CITY-13,2023,49.13,4887.0,2808.0,0.4573,0,1
CITY-14,2000,34.292,5039.0,3501.0,0.4426,0,0
CITY-14,2001,35.123,5058.0,3488.0,0.4371,0,0
CITY-14,2002,35.368,5109.0,3638.0,0.4471,0,0
CITY-14,2003,35.121,5097.0,3697.0,0.4561,0,0
CITY-14,2004,32.581,5026.0,3660.0,0.4581,0,0
CITY-14,2005,33.409,5041.0,3809.0,0.4693,0,0
CITY-14,2006,32.988,5000.0,3907.0,0.4663,0,0
CITY-14,2007,32.431,5081.0,4017.0,0.4782,0,0
CITY-14,2008,34.33,5105.0,4047.0,0.4696,0,0
CITY-14,2009,33.306,5075.0,4101.0,0.4713,0,0
CITY-14,2010,33.499,5121.0,4169.0,0.4884,0,0
CITY-14,2011,34.625,5019.0,4176.0,0.488,0,0
CITY-14,2012,34.853,5147.0,4346.0,0.4866,0,0
CITY-14,2013,36.148,5037.0,4431.0,0.4994,0,0
CITY-14,2014,32.78,5064.0,4433.0,0.4996,0,0
CITY-14,2015,33.357,5098.0,4471.0,0.5045,0,1
CITY-14,2016,34.38,5110.0,4627.0,0.5052,0,1
CITY-14,2017,35.117,5100.0,4708.0,0.5067,0,1
CITY-14,2018,32.188,5075.0,4744.0,0.5107,0,1
CITY-14,2019,32.35,5025.0,4838.0,0.5209,0,1
CITY-14,2020,33.155,5076.0,4852.0,0.5123,0,1
CITY-14,2021,30.688,5075.0,4797.0,0.5299,0,1
CITY-14,2022,31.138,5106.0,5112.0,0.538,0,1
CITY-14,2023,32.251,5070.0,5070.0,0.5304,0,1
CITY-15,2000,34.907,4765.0,4102.0,0.409,0,0
CITY-15,2001,34.568,4756.0,4277.0,0.4088,0,0
CITY-15,2002,34.435,4755.0,4257.0,0.4224,0,0
CITY-15,2003,33.857,4779.0,4481.0,0.4147,0,0
CITY-15,2004,33.916,4754.0,4576.0,0.4285,0,0
CITY-15,2005,33.333,4735.0,4615.0,0.4228,0,0
CITY-15,2006,33.568,4783.0,4726.0,0.4281,0,0
CITY-15,2007,33.699,4788.0,4711.0,0.4311,0,0
CITY-15,2008,35.307,4776.0,4833.0,0.4297,0,0
CITY-15,2009,34.232,4729.0,4978.0,0.4511,0,0
CITY-15,2010,34.002,4797.0,5025.0,0.4409,0,0
CITY-15,2011,35.776,4687.0,5057.0,0.4492,0,0
CITY-15,2012,35.171,4686.0,5231.0,0.4589,0,0
CITY-15,2013,36.474,4755.0,5251.0,0.4494,0,0
CITY-15,2014,35.731,4857.0,5344.0,0.4613,0,0
CITY-15,2015,37.057,4766.0,5385.0,0.466,0,1
CITY-15,2016,37.851,4753.0,5512.0,0.4725,0,1
CITY-15,2017,39.398,4710.0,5605.0,0.4698,0,1
CITY-15,2018,37.19,4762.0,5644.0,0.4854,0,1
CITY-15,2019,35.72,4707.0,5793.0,0.4885,0,1
CITY-15,2020,36.048,4805.0,5772.0,0.4794,0,1
CITY-15,2021,35.639,4719.0,5909.0,0.4838,0,1
CITY-15,2022,35.127,4705.0,5940.0,0.4992,0,1
CITY-15,2023,35.588,4752.0,6080.0,0.4874,0,1
CITY-16,2000,39.991,4829.0,3677.0,0.4105,0,0
CITY-16,2001,39.555,4751.0,3854.0,0.4156,0,0
CITY-16,2002,41.168,4730.0,3809.0,0.4185,0,0
CITY-16,2003,41.279,4821.0,3874.0,0.4152,0,0
CITY-16,2004,38.808,4786.0,4053.0,0.4229,0,0
CITY-16,2005,39.369,4805.0,4047.0,0.4279,0,0
CITY-16,2006,40.338,4748.0,4130.0,0.4324,0,0
CITY-16,2007,40.016,4796.0,4254.0,0.4372,0,0
CITY-16,2008,41.261,4798.0,4334.0,0.4373,0,0
CITY-16,2009,41.176,4799.0,4400.0,0.4526,0,0
CITY-16,2010,42.464,4798.0,4534.0,0.4457,0,0
CITY-16,2011,42.361,4797.0,4521.0,0.456,0,0
CITY-16,2012,43.813,4806.0,4640.0,0.4541,0,0
CITY-16,2013,44.194,4819.0,4709.0,0.4658,0,0
CITY-16,2014,43.743,4732.0,4780.0,0.4626,0,0
CITY-16,2015,44.559,4880.0,4864.0,0.4646,0,1
CITY-16,2016,45.069,4799.0,4989.0,0.4776,0,1
CITY-16,2017,46.442,4770.0,4964.0,0.4749,0,1
CITY-16,2018,45.344,4751.0,5047.0,0.4757,0,1
CITY-16,2019,46.046,4812.0,5103.0,0.4927,0,1
CITY-16,2020,44.902,4891.0,5192.0,0.4862,0,1
CITY-16,2021,46.338,4783.0,5179.0,0.4909,0,1
CITY-16,2022,45.433,4782.0,5396.0,0.4895,0,1
CITY-16,2023,44.397,4753.0,5441.0,0.5037,0,1
CITY-17,2000,30.209,3200.0,2576.0,0.3645,0,0
CITY-17,2001,30.055,3145.0,2611.0,0.3678,0,0
CITY-17,2002,33.321,3272.0,2630.0,0.3808,0,0
CITY-17,2003,29.628,3235.0,2717.0,0.3768,0,0
CITY-17,2004,32.333,3243.0,2717.0,0.3892,0,0
CITY-17,2005,31.365,3249.0,2759.0,0.3853,0,0
CITY-17,2006,32.77,3248.0,2957.0,0.3873,0,0
CITY-17,2007,29.825,3229.0,2891.0,0.396,0,0
CITY-17,2008,33.307,3167.0,3060.0,0.3955,0,0
CITY-17,2009,33.726,3266.0,2904.0,0.399,0,0
CITY-17,2010,35.002,3216.0,3040.0,0.4001,0,0
CITY-17,2011,36.423,3211.0,3062.0,0.4098,0,0
CITY-17,2012,35.907,3283.0,3065.0,0.4137,0,0
CITY-17,2013,38.089,3204.0,3304.0,0.426,0,0
CITY-17,2014,36.625,3316.0,3303.0,0.4225,0,0
CITY-17,2015,37.714,3226.0,3387.0,0.4257,0,1
CITY-17,2016,40.242,3273.0,3340.0,0.4355,0,1
CITY-17,2017,39.612,3266.0,3409.0,0.4403,0,1
CITY-17,2018,39.577,3210.0,3481.0,0.4367,0,1
CITY-17,2019,38.906,3207.0,3465.0,0.4366,0,1
CITY-17,2020,39.698,3233.0,3546.0,0.4406,0,1
CITY-17,2021,38.944,3220.0,3623.0,0.4515,0,1
CITY-17,2022,39.914,3269.0,3655.0,0.4514,0,1
CITY-17,2023,39.765,3200.0,3824.0,0.4613,0,1
CITY-18,2000,42.251,2657.0,3167.0,0.2682,0,0
CITY-18,2001,43.311,2653.0,3112.0,0.272,0,0
CITY-18,2002,43.635,2650.0,3235.0,0.2692,0,0
CITY-18,2003,44.036,2634.0,3249.0,0.274,0,0
CITY-18,2004,42.969,2589.0,3322.0,0.2768,0,0
CITY-18,2005,42.22,2546.0,3391.0,0.2834,0,0
CITY-18,2006,44.58,2561.0,3463.0,0.2961,0,0
CITY-18,2007,44.371,2610.0,3564.0,0.2976,0,0
CITY-18,2008,44.815,2598.0,3582.0,0.2976,0,0
CITY-18,2009,44.439,2628.0,3655.0,0.3005,0,0
CITY-18,2010,46.067,2602.0,3676.0,0.294,0,0
CITY-18,2011,46.58,2621.0,3732.0,0.3009,0,0
CITY-18,2012,45.359,2590.0,3785.0,0.3165,0,0
CITY-18,2013,47.343,2593.0,3894.0,0.3208,0,0
CITY-18,2014,45.564,2605.0,3976.0,0.3116,0,0
CITY-18,2015,46.728,2628.0,3982.0,0.3292,0,1
CITY-18,2016,48.28,2645.0,4028.0,0.3196,0,1
CITY-18,2017,49.18,2653.0,4114.0,0.3308,0,1
CITY-18,2018,50.792,2673.0,4104.0,0.3355,0,1
CITY-18,2019,48.332,2687.0,4224.0,0.3446,0,1
CITY-18,2020,48.419,2660.0,4373.0,0.3478,0,1
CITY-18,2021,47.356,2608.0,4462.0,0.3377,0,1
CITY-18,2022,48.217,2621.0,4376.0,0.3526,0,1
CITY-18,2023,49.049,2611.0,4512.0,0.3547,0,1
CITY-19,2000,29.697,5406.0,4042.0,0.4659,0,0
CITY-19,2001,29.618,5357.0,4070.0,0.4751,0,0
