shapeID,city,date,t,treated,post,treat_post,log_avg_rad,pop_density
VNM-ADM2-003,Hanoi,2022-09-01,9,0,0,0,2.798,11235.0
VNM-ADM2-003,Hanoi,2022-10-01,10,0,0,0,2.8141,12321.0
VNM-ADM2-003,Hanoi,2022-11-01,11,0,0,0,2.7707,9760.0
VNM-ADM2-003,Hanoi,2022-12-01,12,0,0,0,2.8023,9097.0
VNM-ADM2-003,Hanoi,2023-01-01,13,0,0,0,2.7952,12944.0
VNM-ADM2-003,Hanoi,2023-02-01,14,0,0,0,2.8557,8474.0
VNM-ADM2-003,Hanoi,2023-03-01,15,0,0,0,2.8112,10907.0
VNM-ADM2-003,Hanoi,2023-04-01,16,0,0,0,2.8538,9672.0
VNM-ADM2-003,Hanoi,2023-05-01,17,0,0,0,2.8089,10145.0
VNM-ADM2-003,Hanoi,2023-06-01,18,0,0,0,2.8649,11970.0
VNM-ADM2-003,Hanoi,2023-07-01,19,0,0,0,2.8635,9864.0
VNM-ADM2-003,Hanoi,2023-08-01,20,0,0,0,2.8994,9369.0
VNM-ADM2-003,Hanoi,2023-09-01,21,0,0,0,2.8542,9754.0
VNM-ADM2-003,Hanoi,2023-10-01,22,0,0,0,2.8407,10464.0
VNM-ADM2-003,Hanoi,2023-11-01,23,0,0,0,2.8819,8637.0
VNM-ADM2-003,Hanoi,2023-12-01,24,0,0,0,2.8563,6308.0
VNM-ADM2-003,Hanoi,2024-01-01,25,0,1,0,2.8486,10138.0
VNM-ADM2-003,Hanoi,2024-02-01,26,0,1,0,2.8565,9649.0
VNM-ADM2-003,Hanoi,2024-03-01,27,0,1,0,2.9057,9871.0
VNM-ADM2-003,Hanoi,2024-04-01,28,0,1,0,2.9008,14888.0
VNM-ADM2-003,Hanoi,2024-05-01,29,0,1,0,2.8835,14974.0
VNM-ADM2-003,Hanoi,2024-06-01,30,0,1,0,2.8362,6052.0
VNM-ADM2-003,Hanoi,2024-07-01,31,0,1,0,2.8588,7746.0
VNM-ADM2-003,Hanoi,2024-08-01,32,0,1,0,2.8227,7293.0
VNM-ADM2-003,Hanoi,2024-09-01,33,0,1,0,2.8266,8648.0
VNM-ADM2-003,Hanoi,2024-10-01,34,0,1,0,2.8804,9390.0
VNM-ADM2-003,Hanoi,2024-11-01,35,0,1,0,2.8081,9079.0
VNM-ADM2-003,Hanoi,2024-12-01,36,0,1,0,2.9001,10823.0
VNM-ADM2-004,Hanoi,2022-01-01,1,0,0,0,2.4905,15936.0
VNM-ADM2-004,Hanoi,2022-02-01,2,0,0,0,2.5112,13512.0
VNM-ADM2-004,Hanoi,2022-03-01,3,0,0,0,2.4851,12488.0
VNM-ADM2-004,Hanoi,2022-04-01,4,0,0,0,2.4442,10860.0
VNM-ADM2-004,Hanoi,2022-05-01,5,0,0,0,2.4857,8168.0
VNM-ADM2-004,Hanoi,2022-06-01,6,0,0,0,2.5379,8204.0
VNM-ADM2-004,Hanoi,2022-07-01,7,0,0,0,2.5839,15267.0
VNM-ADM2-004,Hanoi,2022-08-01,8,0,0,0,2.5591,7928.0
VNM-ADM2-004,Hanoi,2022-09-01,9,0,0,0,2.5064,12531.0
VNM-ADM2-004,Hanoi,2022-10-01,10,0,0,0,2.5037,10022.0
VNM-ADM2-004,Hanoi,2022-11-01,11,0,0,0,2.4847,6320.0
VNM-ADM2-004,Hanoi,2022-12-01,12,0,0,0,2.5383,11246.0
VNM-ADM2-004,Hanoi,2023-01-01,13,0,0,0,2.5173,10788.0
VNM-ADM2-004,Hanoi,2023-02-01,14,0,0,0,2.5508,10200.0
VNM-ADM2-004,Hanoi,2023-03-01,15,0,0,0,2.5775,7814.0
VNM-ADM2-004,Hanoi,2023-04-01,16,0,0,0,2.5692,12344.0
VNM-ADM2-004,Hanoi,2023-05-01,17,0,0,0,2.5216,15392.0
VNM-ADM2-004,Hanoi,2023-06-01,18,0,0,0,2.5459,4755.0
VNM-ADM2-004,Hanoi,2023-07-01,19,0,0,0,2.471,10442.0
VNM-ADM2-004,Hanoi,2023-08-01,20,0,0,0,2.5629,8711.0
VNM-ADM2-004,Hanoi,2023-09-01,21,0,0,0,2.5155,9169.0
VNM-ADM2-004,Hanoi,2023-10-01,22,0,0,0,2.5871,7934.0
VNM-ADM2-004,Hanoi,2023-11-01,23,0,0,0,2.5862,12713.0
VNM-ADM2-004,Hanoi,2023-12-01,24,0,0,0,2.5812,13522.0
VNM-ADM2-004,Hanoi,2024-01-01,25,0,1,0,2.6027,8121.0
VNM-ADM2-004,Hanoi,2024-02-01,26,0,1,0,2.5407,12261.0
VNM-ADM2-004,Hanoi,2024-03-01,27,0,1,0,2.6419,6615.0
VNM-ADM2-004,Hanoi,2024-04-01,28,0,1,0,2.558,10142.0
VNM-ADM2-004,Hanoi,2024-05-01,29,0,1,0,2.5847,13227.0
VNM-ADM2-004,Hanoi,2024-06-01,30,0,1,0,2.6593,9398.0
VNM-ADM2-004,Hanoi,2024-07-01,31,0,1,0,2.5873,4003.0
VNM-ADM2-004,Hanoi,2024-08-01,32,0,1,0,2.6059,8745.0
VNM-ADM2-004,Hanoi,2024-09-01,33,0,1,0,2.517,11849.0
VNM-ADM2-004,Hanoi,2024-10-01,34,0,1,0,2.6118,14220.0
VNM-ADM2-004,Hanoi,2024-11-01,35,0,1,0,2.6383,12957.0
VNM-ADM2-004,Hanoi,2024-12-01,36,0,1,0,2.594,8150.0
VNM-ADM2-005,Hanoi,2022-01-01,1,0,0,0,2.9396,7037.0
VNM-ADM2-005,Hanoi,2022-02-01,2,0,0,0,2.8771,12682.0
VNM-ADM2-005,Hanoi,2022-03-01,3,0,0,0,2.8729,9127.0
VNM-ADM2-005,Hanoi,2022-04-01,4,0,0,0,2.8972,7525.0
VNM-ADM2-005,Hanoi,2022-05-01,5,0,0,0,2.8944,13765.0
VNM-ADM2-005,Hanoi,2022-06-01,6,0,0,0,2.9358,6334.0
VNM-ADM2-005,Hanoi,2022-07-01,7,0,0,0,2.9389,6280.0
VNM-ADM2-005,Hanoi,2022-08-01,8,0,0,0,2.9135,7394.0
VNM-ADM2-005,Hanoi,2022-09-01,9,0,0,0,2.9191,16797.0
VNM-ADM2-005,Hanoi,2022-10-01,10,0,0,0,2.897,12346.0
VNM-ADM2-005,Hanoi,2022-11-01,11,0,0,0,2.9455,6353.0
VNM-ADM2-005,Hanoi,2022-12-01,12,0,0,0,2.8864,12952.0
VNM-ADM2-005,Hanoi,2023-01-01,13,0,0,0,2.917,10760.0
VNM-ADM2-005,Hanoi,2023-02-01,14,0,0,0,2.89,7031.0
VNM-ADM2-005,Hanoi,2023-03-01,15,0,0,0,2.9527,5683.0
VNM-ADM2-005,Hanoi,2023-04-01,16,0,0,0,2.9867,6430.0
VNM-ADM2-005,Hanoi,2023-05-01,17,0,0,0,2.9847,11570.0
VNM-ADM2-005,Hanoi,2023-06-01,18,0,0,0,2.8942,14129.0
VNM-ADM2-005,Hanoi,2023-07-01,19,0,0,0,2.9541,11031.0
VNM-ADM2-005,Hanoi,2023-08-01,20,0,0,0,2.9825,14271.0
VNM-ADM2-005,Hanoi,2023-09-01,21,0,0,0,2.975,9685.0
VNM-ADM2-005,Hanoi,2023-10-01,22,0,0,0,2.9366,6847.0
VNM-ADM2-005,Hanoi,2023-11-01,23,0,0,0,2.9835,13087.0
VNM-ADM2-005,Hanoi,2023-12-01,24,0,0,0,2.9865,6748.0
VNM-ADM2-005,Hanoi,2024-01-01,25,0,1,0,2.9623,7403.0
VNM-ADM2-005,Hanoi,2024-02-01,26,0,1,0,3.0417,10277.0
VNM-ADM2-005,Hanoi,2024-03-01,27,0,1,0,2.9901,-478.0
VNM-ADM2-005,Hanoi,2024-04-01,28,0,1,0,2.979,12587.0
VNM-ADM2-005,Hanoi,2024-05-01,29,0,1,0,3.0001,13817.0
VNM-ADM2-005,Hanoi,2024-06-01,30,0,1,0,2.9782,7324.0
VNM-ADM2-005,Hanoi,2024-07-01,31,0,1,0,2.987,9172.0
VNM-ADM2-005,Hanoi,2024-08-01,32,0,1,0,3.032,13646.0
VNM-ADM2-005,Hanoi,2024-09-01,33,0,1,0,2.9726,9604.0
VNM-ADM2-005,Hanoi,2024-10-01,34,0,1,0,2.964,10285.0
VNM-ADM2-005,Hanoi,2024-11-01,35,0,1,0,2.8693,10172.0
VNM-ADM2-005,Hanoi,2024-12-01,36,0,1,0,2.9835,10337.0
VNM-ADM2-006,Hanoi,2022-01-01,1,0,0,0,1.6959,9097.0
VNM-ADM2-006,Hanoi,2022-02-01,2,0,0,0,1.6938,7098.0
VNM-ADM2-006,Hanoi,2022-03-01,3,0,0,0,1.6716,8207.0
VNM-ADM2-006,Hanoi,2022-04-01,4,0,0,0,1.7421,9303.0
VNM-ADM2-006,Hanoi,2022-05-01,5,0,0,0,1.771,10040.0
VNM-ADM2-006,Hanoi,2022-06-01,6,0,0,0,1.6657,8874.0
VNM-ADM2-006,Hanoi,2022-07-01,7,0,0,0,1.7071,8859.0
VNM-ADM2-006,Hanoi,2022-08-01,8,0,0,0,1.6487,8672.0
VNM-ADM2-006,Hanoi,2022-09-01,9,0,0,0,1.7158,11206.0
VNM-ADM2-006,Hanoi,2022-10-01,10,0,0,0,1.6293,11709.0
VNM-ADM2-006,Hanoi,2022-11-01,11,0,0,0,1.7872,8914.0
VNM-ADM2-006,Hanoi,2022-12-01,12,0,0,0,1.786,12075.0
VNM-ADM2-006,Hanoi,2023-01-01,13,0,0,0,1.733,8708.0
VNM-ADM2-006,Hanoi,2023-02-01,14,0,0,0,1.767,9384.0
VNM-ADM2-006,Hanoi,2023-03-01,15,0,0,0,1.7588,5163.0
VNM-ADM2-006,Hanoi,2023-04-01,16,0,0,0,1.7833,11604.0
VNM-ADM2-006,Hanoi,2023-05-01,17,0,0,0,1.7148,4199.0
VNM-ADM2-006,Hanoi,2023-06-01,18,0,0,0,1.7735,10792.0
VNM-ADM2-006,Hanoi,2023-07-01,19,0,0,0,1.762,8601.0
VNM-ADM2-006,Hanoi,2023-08-01,20,0,0,0,1.8082,6176.0
VNM-ADM2-006,Hanoi,2023-09-01,21,0,0,0,1.7641,6022.0
VNM-ADM2-006,Hanoi,2023-10-01,22,0,0,0,1.7023,11200.0
VNM-ADM2-006,Hanoi,2023-11-01,23,0,0,0,1.7311,14678.0
VNM-ADM2-006,Hanoi,2023-12-01,24,0,0,0,1.7135,10540.0
VNM-ADM2-006,Hanoi,2024-01-01,25,0,1,0,1.8434,8205.0
VNM-ADM2-006,Hanoi,2024-02-01,26,0,1,0,1.7849,8979.0
VNM-ADM2-006,Hanoi,2024-03-01,27,0,1,0,1.808,14258.0
VNM-ADM2-006,Hanoi,2024-04-01,28,0,1,0,1.7989,7695.0
VNM-ADM2-006,Hanoi,2024-05-01,29,0,1,0,1.7873,3550.0
VNM-ADM2-006,Hanoi,2024-06-01,30,0,1,0,1.8052,7259.0
VNM-ADM2-006,Hanoi,2024-07-01,31,0,1,0,1.7901,14369.0
VNM-ADM2-006,Hanoi,2024-08-01,32,0,1,0,1.7236,9411.0
VNM-ADM2-006,Hanoi,2024-09-01,33,0,1,0,1.8907,11678.0
VNM-ADM2-006,Hanoi,2024-10-01,34,0,1,0,1.7383,10027.0
VNM-ADM2-006,Hanoi,2024-11-01,35,0,1,0,1.8033,11854.0
VNM-ADM2-006,Hanoi,2024-12-01,36,0,1,0,1.8108,7652.0
VNM-ADM2-007,Hanoi,2022-01-01,1,0,0,0,2.767,6713.0
VNM-ADM2-007,Hanoi,2022-02-01,2,0,0,0,2.7807,10504.0
VNM-ADM2-007,Hanoi,2022-03-01,3,0,0,0,2.7478,4541.0
VNM-ADM2-007,Hanoi,2022-04-01,4,0,0,0,2.7746,16094.0
VNM-ADM2-007,Hanoi,2022-05-01,5,0,0,0,2.8241,11319.0
VNM-ADM2-007,Hanoi,2022-06-01,6,0,0,0,2.8058,8677.0
VNM-ADM2-007,Hanoi,2022-07-01,7,0,0,0,2.8206,9669.0
VNM-ADM2-007,Hanoi,2022-08-01,8,0,0,0,2.8425,9585.0
VNM-ADM2-007,Hanoi,2022-09-01,9,0,0,0,2.7331,8674.0
VNM-ADM2-007,Hanoi,2022-10-01,10,0,0,0,2.7413,13743.0
VNM-ADM2-007,Hanoi,2022-11-01,11,0,0,0,2.7791,8060.0
VNM-ADM2-007,Hanoi,2022-12-01,12,0,0,0,2.7915,7837.0
VNM-ADM2-007,Hanoi,2023-01-01,13,0,0,0,2.7374,8745.0
VNM-ADM2-007,Hanoi,2023-02-01,14,0,0,0,2.8237,13422.0
VNM-ADM2-007,Hanoi,2023-03-01,15,0,0,0,2.8094,11214.0
VNM-ADM2-007,Hanoi,2023-04-01,16,0,0,0,2.8503,10858.0
VNM-ADM2-007,Hanoi,2023-05-01,17,0,0,0,2.8996,6041.0
VNM-ADM2-007,Hanoi,2023-06-01,18,0,0,0,2.8512,8753.0
VNM-ADM2-007,Hanoi,2023-07-01,19,0,0,0,2.8323,9719.0
VNM-ADM2-007,Hanoi,2023-08-01,20,0,0,0,2.8487,11713.0
VNM-ADM2-007,Hanoi,2023-09-01,21,0,0,0,2.7991,7985.0
VNM-ADM2-007,Hanoi,2023-10-01,22,0,0,0,2.8367,7861.0
VNM-ADM2-007,Hanoi,2023-11-01,23,0,0,0,2.7966,11185.0
VNM-ADM2-007,Hanoi,2023-12-01,24,0,0,0,2.8213,8122.0
VNM-ADM2-007,Hanoi,2024-01-01,25,0,1,0,2.8741,12307.0
VNM-ADM2-007,Hanoi,2024-02-01,26,0,1,0,2.9055,11043.0
VNM-ADM2-007,Hanoi,2024-03-01,27,0,1,0,2.9254,12421.0
VNM-ADM2-007,Hanoi,2024-04-01,28,0,1,0,2.9252,9116.0
VNM-ADM2-007,Hanoi,2024-05-01,29,0,1,0,2.9036,12082.0
VNM-ADM2-007,Hanoi,2024-06-01,30,0,1,0,2.9149,11745.0
VNM-ADM2-007,Hanoi,2024-07-01,31,0,1,0,2.9211,9565.0
VNM-ADM2-007,Hanoi,2024-08-01,32,0,1,0,2.8691,10004.0
VNM-ADM2-007,Hanoi,2024-09-01,33,0,1,0,2.8644,10299.0
VNM-ADM2-007,Hanoi,2024-10-01,34,0,1,0,2.9198,5904.0
VNM-ADM2-007,Hanoi,2024-11-01,35,0,1,0,2.9217,9941.0
VNM-ADM2-007,Hanoi,2024-12-01,36,0,1,0,2.8266,8934.0
VNM-ADM2-008,Hanoi,2022-01-01,1,0,0,0,2.267,8496.0
VNM-ADM2-008,Hanoi,2022-02-01,2,0,0,0,2.2377,15943.0
VNM-ADM2-008,Hanoi,2022-03-01,3,0,0,0,2.2882,9600.0
VNM-ADM2-008,Hanoi,2022-04-01,4,0,0,0,2.2982,7089.0
VNM-ADM2-008,Hanoi,2022-05-01,5,0,0,0,2.3336,10965.0
VNM-ADM2-008,Hanoi,2022-06-01,6,0,0,0,2.3521,12734.0
VNM-ADM2-008,Hanoi,2022-07-01,7,0,0,0,2.3804,10486.0
VNM-ADM2-008,Hanoi,2022-08-01,8,0,0,0,2.2952,8563.0
VNM-ADM2-008,Hanoi,2022-09-01,9,0,0,0,2.28,6801.0
VNM-ADM2-008,Hanoi,2022-10-01,10,0,0,0,2.2312,10515.0
VNM-ADM2-008,Hanoi,2022-11-01,11,0,0,0,2.2636,10130.0
VNM-ADM2-008,Hanoi,2022-12-01,12,0,0,0,2.3952,13892.0
VNM-ADM2-008,Hanoi,2023-01-01,13,0,0,0,2.3302,10712.0
VNM-ADM2-008,Hanoi,2023-02-01,14,0,0,0,2.3495,7944.0
VNM-ADM2-008,Hanoi,2023-03-01,15,0,0,0,2.2996,8899.0
VNM-ADM2-008,Hanoi,2023-04-01,16,0,0,0,2.2998,11957.0
VNM-ADM2-008,Hanoi,2023-05-01,17,0,0,0,2.3725,10094.0
VNM-ADM2-008,Hanoi,2023-06-01,18,0,0,0,2.3409,9307.0
VNM-ADM2-008,Hanoi,2023-07-01,19,0,0,0,2.3421,10267.0
VNM-ADM2-008,Hanoi,2023-08-01,20,0,0,0,2.3852,9276.0
VNM-ADM2-008,Hanoi,2023-09-01,21,0,0,0,2.4087,13124.0
VNM-ADM2-008,Hanoi,2023-10-01,22,0,0,0,2.3339,7987.0
VNM-ADM2-008,Hanoi,2023-11-01,23,0,0,0,2.4062,13426.0
VNM-ADM2-008,Hanoi,2023-12-01,24,0,0,0,2.3378,5106.0
VNM-ADM2-008,Hanoi,2024-01-01,25,0,1,0,2.3882,7408.0
VNM-ADM2-008,Hanoi,2024-02-01,26,0,1,0,2.3398,9353.0
VNM-ADM2-008,Hanoi,2024-03-01,27,0,1,0,2.3672,11919.0
VNM-ADM2-008,Hanoi,2024-04-01,28,0,1,0,2.3832,14955.0
VNM-ADM2-008,Hanoi,2024-05-01,29,0,1,0,2.432,7182.0
VNM-ADM2-008,Hanoi,2024-06-01,30,0,1,0,2.3929,6335.0
VNM-ADM2-008,Hanoi,2024-07-01,31,0,1,0,2.3927,6818.0
VNM-ADM2-008,Hanoi,2024-08-01,32,0,1,0,2.3832,10393.0
VNM-ADM2-008,Hanoi,2024-09-01,33,0,1,0,2.3731,7884.0
VNM-ADM2-008,Hanoi,2024-10-01,34,0,1,0,2.3365,9128.0
VNM-ADM2-008,Hanoi,2024-11-01,35,0,1,0,2.3655,9697.0
VNM-ADM2-008,Hanoi,2024-12-01,36,0,1,0,2.4175,11974.0
VNM-ADM2-009,Hanoi,2022-01-01,1,1,0,0,1.7826,12533.0
VNM-ADM2-009,Hanoi,2022-02-01,2,1,0,0,1.7624,11839.0
VNM-ADM2-009,Hanoi,2022-03-01,3,1,0,0,1.7982,13209.0
VNM-ADM2-009,Hanoi,2022-04-01,4,1,0,0,1.7812,8912.0
VNM-ADM2-009,Hanoi,2022-05-01,5,1,0,0,1.7969,8507.0
VNM-ADM2-009,Hanoi,2022-06-01,6,1,0,0,1.7957,9865.0
VNM-ADM2-009,Hanoi,2022-07-01,7,1,0,0,1.839,6252.0
VNM-ADM2-009,Hanoi,2022-08-01,8,1,0,0,1.7981,11443.0
VNM-ADM2-009,Hanoi,2022-09-01,9,1,0,0,1.8624,6450.0
VNM-ADM2-009,Hanoi,2022-10-01,10,1,0,0,1.8465,7869.0
VNM-ADM2-009,Hanoi,2022-11-01,11,1,0,0,1.8465,12007.0
VNM-ADM2-009,Hanoi,2022-12-01,12,1,0,0,1.8026,11658.0
VNM-ADM2-009,Hanoi,2023-01-01,13,1,0,0,1.8093,8976.0
VNM-ADM2-009,Hanoi,2023-02-01,14,1,0,0,1.8565,10630.0
VNM-ADM2-009,Hanoi,2023-03-01,15,1,0,0,1.8647,4324.0
VNM-ADM2-009,Hanoi,2023-04-01,16,1,0,0,1.8524,11994.0
VNM-ADM2-009,Hanoi,2023-05-01,17,1,0,0,1.7836,9909.0
VNM-ADM2-009,Hanoi,2023-06-01,18,1,0,0,1.8604,3477.0
VNM-ADM2-009,Hanoi,2023-07-01,19,1,0,0,1.9149,8823.0
VNM-ADM2-009,Hanoi,2023-08-01,20,1,0,0,1.8875,8821.0
VNM-ADM2-009,Hanoi,2023-09-01,21,1,0,0,1.84,12147.0
VNM-ADM2-009,Hanoi,2023-10-01,22,1,0,0,1.899,13324.0
VNM-ADM2-009,Hanoi,2023-11-01,23,1,0,0,1.844,9377.0
VNM-ADM2-009,Hanoi,2023-12-01,24,1,0,0,1.9093,14504.0
VNM-ADM2-009,Hanoi,2024-01-01,25,1,1,1,1.8746,11499.0
VNM-ADM2-009,Hanoi,2024-02-01,26,1,1,1,1.9377,8982.0
VNM-ADM2-009,Hanoi,2024-03-01,27,1,1,1,1.9355,10457.0
VNM-ADM2-009,Hanoi,2024-04-01,28,1,1,1,1.9565,8604.0
VNM-ADM2-009,Hanoi,2024-05-01,29,1,1,1,1.9725,8030.0
VNM-ADM2-009,Hanoi,2024-06-01,30,1,1,1,1.9599,10047.0
VNM-ADM2-009,Hanoi,2024-07-01,31,1,1,1,1.9222,12118.0
VNM-ADM2-009,Hanoi,2024-08-01,32,1,1,1,2.0099,7692.0
VNM-ADM2-009,Hanoi,2024-09-01,33,1,1,1,1.9372,7533.0
VNM-ADM2-009,Hanoi,2024-10-01,34,1,1,1,1.9847,9660.0
VNM-ADM2-009,Hanoi,2024-11-01,35,1,1,1,2.0188,9378.0
VNM-ADM2-009,Hanoi,2024-12-01,36,1,1,1,1.9666,12441.0
VNM-ADM2-010,Hanoi,2022-01-01,1,0,0,0,2.2726,11480.0
VNM-ADM2-010,Hanoi,2022-02-01,2,0,0,0,2.3378,10973.0
VNM-ADM2-010,Hanoi,2022-03-01,3,0,0,0,2.3252,13043.0
VNM-ADM2-010,Hanoi,2022-04-01,4,0,0,0,2.2807,11823.0
VNM-ADM2-010,Hanoi,2022-05-01,5,0,0,0,2.336,11284.0
VNM-ADM2-010,Hanoi,2022-06-01,6,0,0,0,2.3302,9916.0
VNM-ADM2-010,Hanoi,2022-07-01,7,0,0,0,2.3524,11197.0
VNM-ADM2-010,Hanoi,2022-08-01,8,0,0,0,2.3364,9563.0
