cell_id,x_km,y_km,date,t,treated,dist_to_treat_km,in_spillover_ring,post,log_avg_rad
C006,5.0,0.0,2023-12-01,24,0,3.606,0,0,2.4989
C006,5.0,0.0,2024-01-01,25,0,3.606,0,1,2.5431
C006,5.0,0.0,2024-02-01,26,0,3.606,0,1,2.5451
C006,5.0,0.0,2024-03-01,27,0,3.606,0,1,2.5321
C006,5.0,0.0,2024-04-01,28,0,3.606,0,1,2.5036
C006,5.0,0.0,2024-05-01,29,0,3.606,0,1,2.5199
C006,5.0,0.0,2024-06-01,30,0,3.606,0,1,2.4821
C006,5.0,0.0,2024-07-01,31,0,3.606,0,1,2.5234
C006,5.0,0.0,2024-08-01,32,0,3.606,0,1,2.5063
C006,5.0,0.0,2024-09-01,33,0,3.606,0,1,2.6002
C006,5.0,0.0,2024-10-01,34,0,3.606,0,1,2.5552
C006,5.0,0.0,2024-11-01,35,0,3.606,0,1,2.5733
C006,5.0,0.0,2024-12-01,36,0,3.606,0,1,2.5102
C007,6.0,0.0,2022-01-01,1,0,4.243,0,0,2.2917
C007,6.0,0.0,2022-02-01,2,0,4.243,0,0,2.2664
C007,6.0,0.0,2022-03-01,3,0,4.243,0,0,2.3009
C007,6.0,0.0,2022-04-01,4,0,4.243,0,0,2.3657
C007,6.0,0.0,2022-05-01,5,0,4.243,0,0,2.3512
C007,6.0,0.0,2022-06-01,6,0,4.243,0,0,2.3391
C007,6.0,0.0,2022-07-01,7,0,4.243,0,0,2.2997
C007,6.0,0.0,2022-08-01,8,0,4.243,0,0,2.3855
C007,6.0,0.0,2022-09-01,9,0,4.243,0,0,2.3429
C007,6.0,0.0,2022-10-01,10,0,4.243,0,0,2.284
C007,6.0,0.0,2022-11-01,11,0,4.243,0,0,2.3511
C007,6.0,0.0,2022-12-01,12,0,4.243,0,0,2.3761
C007,6.0,0.0,2023-01-01,13,0,4.243,0,0,2.3671
C007,6.0,0.0,2023-02-01,14,0,4.243,0,0,2.3262
C007,6.0,0.0,2023-03-01,15,0,4.243,0,0,2.2992
C007,6.0,0.0,2023-04-01,16,0,4.243,0,0,2.35
C007,6.0,0.0,2023-05-01,17,0,4.243,0,0,2.3378
C007,6.0,0.0,2023-06-01,18,0,4.243,0,0,2.3942
C007,6.0,0.0,2023-07-01,19,0,4.243,0,0,2.3942
C007,6.0,0.0,2023-08-01,20,0,4.243,0,0,2.3758
C007,6.0,0.0,2023-09-01,21,0,4.243,0,0,2.374
C007,6.0,0.0,2023-10-01,22,0,4.243,0,0,2.3417
C007,6.0,0.0,2023-11-01,23,0,4.243,0,0,2.4173
C007,6.0,0.0,2023-12-01,24,0,4.243,0,0,2.3577
C007,6.0,0.0,2024-01-01,25,0,4.243,0,1,2.3559
C007,6.0,0.0,2024-02-01,26,0,4.243,0,1,2.4174
C007,6.0,0.0,2024-03-01,27,0,4.243,0,1,2.3739
C007,6.0,0.0,2024-04-01,28,0,4.243,0,1,2.4076
C007,6.0,0.0,2024-05-01,29,0,4.243,0,1,2.3638
C007,6.0,0.0,2024-06-01,30,0,4.243,0,1,2.3596
C007,6.0,0.0,2024-07-01,31,0,4.243,0,1,2.4286
C007,6.0,0.0,2024-08-01,32,0,4.243,0,1,2.3926
C007,6.0,0.0,2024-09-01,33,0,4.243,0,1,2.4053
C007,6.0,0.0,2024-10-01,34,0,4.243,0,1,2.3584
C007,6.0,0.0,2024-11-01,35,0,4.243,0,1,2.3871
C007,6.0,0.0,2024-12-01,36,0,4.243,0,1,2.3442
C008,7.0,0.0,2022-01-01,1,0,4.123,0,0,2.4933
C008,7.0,0.0,2022-02-01,2,0,4.123,0,0,2.3969
C008,7.0,0.0,2022-03-01,3,0,4.123,0,0,2.4355
C008,7.0,0.0,2022-04-01,4,0,4.123,0,0,2.4692
C008,7.0,0.0,2022-05-01,5,0,4.123,0,0,2.468
C008,7.0,0.0,2022-06-01,6,0,4.123,0,0,2.4291
C008,7.0,0.0,2022-07-01,7,0,4.123,0,0,2.4669
C008,7.0,0.0,2022-08-01,8,0,4.123,0,0,2.4485
C008,7.0,0.0,2022-09-01,9,0,4.123,0,0,2.4304
C008,7.0,0.0,2022-10-01,10,0,4.123,0,0,2.4533
C008,7.0,0.0,2022-11-01,11,0,4.123,0,0,2.46
C008,7.0,0.0,2022-12-01,12,0,4.123,0,0,2.5031
C008,7.0,0.0,2023-01-01,13,0,4.123,0,0,2.4769
C008,7.0,0.0,2023-02-01,14,0,4.123,0,0,2.4342
C008,7.0,0.0,2023-03-01,15,0,4.123,0,0,2.5149
C008,7.0,0.0,2023-04-01,16,0,4.123,0,0,2.44
C008,7.0,0.0,2023-05-01,17,0,4.123,0,0,2.4704
C008,7.0,0.0,2023-06-01,18,0,4.123,0,0,2.4942
C008,7.0,0.0,2023-07-01,19,0,4.123,0,0,2.5087
C008,7.0,0.0,2023-08-01,20,0,4.123,0,0,2.4602
C008,7.0,0.0,2023-09-01,21,0,4.123,0,0,2.5404
C008,7.0,0.0,2023-10-01,22,0,4.123,0,0,2.4778
C008,7.0,0.0,2023-11-01,23,0,4.123,0,0,2.4859
C008,7.0,0.0,2023-12-01,24,0,4.123,0,0,2.4753
C008,7.0,0.0,2024-01-01,25,0,4.123,0,1,2.4746
C008,7.0,0.0,2024-02-01,26,0,4.123,0,1,2.5304
C008,7.0,0.0,2024-03-01,27,0,4.123,0,1,2.5448
C008,7.0,0.0,2024-04-01,28,0,4.123,0,1,2.5029
C008,7.0,0.0,2024-05-01,29,0,4.123,0,1,2.5481
C008,7.0,0.0,2024-06-01,30,0,4.123,0,1,2.5809
C008,7.0,0.0,2024-07-01,31,0,4.123,0,1,2.5122
C008,7.0,0.0,2024-08-01,32,0,4.123,0,1,2.5154
C008,7.0,0.0,2024-09-01,33,0,4.123,0,1,2.4902
C008,7.0,0.0,2024-10-01,34,0,4.123,0,1,2.5224
C008,7.0,0.0,2024-11-01,35,0,4.123,0,1,2.5536
C008,7.0,0.0,2024-12-01,36,0,4.123,0,1,2.5317
C009,8.0,0.0,2022-01-01,1,0,4.0,0,0,2.3157
C009,8.0,0.0,2022-02-01,2,0,4.0,0,0,2.3485
C009,8.0,0.0,2022-03-01,3,0,4.0,0,0,2.3167
C009,8.0,0.0,2022-04-01,4,0,4.0,0,0,2.3453
C009,8.0,0.0,2022-05-01,5,0,4.0,0,0,2.3233
C009,8.0,0.0,2022-06-01,6,0,4.0,0,0,2.2831
C009,8.0,0.0,2022-07-01,7,0,4.0,0,0,2.4158
C009,8.0,0.0,2022-08-01,8,0,4.0,0,0,2.3376
C009,8.0,0.0,2022-09-01,9,0,4.0,0,0,2.3697
C009,8.0,0.0,2022-10-01,10,0,4.0,0,0,2.3583
C009,8.0,0.0,2022-11-01,11,0,4.0,0,0,2.3597
C009,8.0,0.0,2022-12-01,12,0,4.0,0,0,2.388
C009,8.0,0.0,2023-01-01,13,0,4.0,0,0,2.3737
C009,8.0,0.0,2023-02-01,14,0,4.0,0,0,2.4011
C009,8.0,0.0,2023-03-01,15,0,4.0,0,0,2.3575
C009,8.0,0.0,2023-04-01,16,0,4.0,0,0,2.3687
C009,8.0,0.0,2023-05-01,17,0,4.0,0,0,2.4218
C009,8.0,0.0,2023-06-01,18,0,4.0,0,0,2.383
C009,8.0,0.0,2023-07-01,19,0,4.0,0,0,2.3683
C009,8.0,0.0,2023-08-01,20,0,4.0,0,0,2.421
C009,8.0,0.0,2023-09-01,21,0,4.0,0,0,2.38
C009,8.0,0.0,2023-10-01,22,0,4.0,0,0,2.3979
C009,8.0,0.0,2023-11-01,23,0,4.0,0,0,2.3692
C009,8.0,0.0,2023-12-01,24,0,4.0,0,0,2.4214
C009,8.0,0.0,2024-01-01,25,0,4.0,0,1,2.382
C009,8.0,0.0,2024-02-01,26,0,4.0,0,1,2.414
C009,8.0,0.0,2024-03-01,27,0,4.0,0,1,2.4224
C009,8.0,0.0,2024-04-01,28,0,4.0,0,1,2.4488
C009,8.0,0.0,2024-05-01,29,0,4.0,0,1,2.4123
C009,8.0,0.0,2024-06-01,30,0,4.0,0,1,2.4541
C009,8.0,0.0,2024-07-01,31,0,4.0,0,1,2.4448
C009,8.0,0.0,2024-08-01,32,0,4.0,0,1,2.4542
C009,8.0,0.0,2024-09-01,33,0,4.0,0,1,2.368
C009,8.0,0.0,2024-10-01,34,0,4.0,0,1,2.4515
C009,8.0,0.0,2024-11-01,35,0,4.0,0,1,2.5009
C009,8.0,0.0,2024-12-01,36,0,4.0,0,1,2.4507
C010,9.0,0.0,2022-01-01,1,0,4.123,0,0,2.2428
C010,9.0,0.0,2022-02-01,2,0,4.123,0,0,2.2658
C010,9.0,0.0,2022-03-01,3,0,4.123,0,0,2.242
C010,9.0,0.0,2022-04-01,4,0,4.123,0,0,2.261
C010,9.0,0.0,2022-05-01,5,0,4.123,0,0,2.266
C010,9.0,0.0,2022-06-01,6,0,4.123,0,0,2.2603
C010,9.0,0.0,2022-07-01,7,0,4.123,0,0,2.2865
C010,9.0,0.0,2022-08-01,8,0,4.123,0,0,2.2542
C010,9.0,0.0,2022-09-01,9,0,4.123,0,0,2.2434
C010,9.0,0.0,2022-10-01,10,0,4.123,0,0,2.3
C010,9.0,0.0,2022-11-01,11,0,4.123,0,0,2.2768
C010,9.0,0.0,2022-12-01,12,0,4.123,0,0,2.2833
C010,9.0,0.0,2023-01-01,13,0,4.123,0,0,2.2442
C010,9.0,0.0,2023-02-01,14,0,4.123,0,0,2.2425
C010,9.0,0.0,2023-03-01,15,0,4.123,0,0,2.2879
C010,9.0,0.0,2023-04-01,16,0,4.123,0,0,2.2227
C010,9.0,0.0,2023-05-01,17,0,4.123,0,0,2.287
C010,9.0,0.0,2023-06-01,18,0,4.123,0,0,2.2936
C010,9.0,0.0,2023-07-01,19,0,4.123,0,0,2.2846
C010,9.0,0.0,2023-08-01,20,0,4.123,0,0,2.2591
C010,9.0,0.0,2023-09-01,21,0,4.123,0,0,2.285
C010,9.0,0.0,2023-10-01,22,0,4.123,0,0,2.2572
C010,9.0,0.0,2023-11-01,23,0,4.123,0,0,2.3002
C010,9.0,0.0,2023-12-01,24,0,4.123,0,0,2.2501
C010,9.0,0.0,2024-01-01,25,0,4.123,0,1,2.3473
C010,9.0,0.0,2024-02-01,26,0,4.123,0,1,2.2652
C010,9.0,0.0,2024-03-01,27,0,4.123,0,1,2.2749
C010,9.0,0.0,2024-04-01,28,0,4.123,0,1,2.3263
C010,9.0,0.0,2024-05-01,29,0,4.123,0,1,2.331
C010,9.0,0.0,2024-06-01,30,0,4.123,0,1,2.3747
C010,9.0,0.0,2024-07-01,31,0,4.123,0,1,2.3266
C010,9.0,0.0,2024-08-01,32,0,4.123,0,1,2.3676
C010,9.0,0.0,2024-09-01,33,0,4.123,0,1,2.3707
C010,9.0,0.0,2024-10-01,34,0,4.123,0,1,2.3583
C010,9.0,0.0,2024-11-01,35,0,4.123,0,1,2.34
C010,9.0,0.0,2024-12-01,36,0,4.123,0,1,2.3683
C011,10.0,0.0,2022-01-01,1,0,4.472,0,0,2.304
C011,10.0,0.0,2022-02-01,2,0,4.472,0,0,2.3179
C011,10.0,0.0,2022-03-01,3,0,4.472,0,0,2.3054
C011,10.0,0.0,2022-04-01,4,0,4.472,0,0,2.3051
C011,10.0,0.0,2022-05-01,5,0,4.472,0,0,2.3171
C011,10.0,0.0,2022-06-01,6,0,4.472,0,0,2.361
C011,10.0,0.0,2022-07-01,7,0,4.472,0,0,2.285
C011,10.0,0.0,2022-08-01,8,0,4.472,0,0,2.3154
C011,10.0,0.0,2022-09-01,9,0,4.472,0,0,2.3024
C011,10.0,0.0,2022-10-01,10,0,4.472,0,0,2.3173
C011,10.0,0.0,2022-11-01,11,0,4.472,0,0,2.2755
C011,10.0,0.0,2022-12-01,12,0,4.472,0,0,2.3661
C011,10.0,0.0,2023-01-01,13,0,4.472,0,0,2.3635
C011,10.0,0.0,2023-02-01,14,0,4.472,0,0,2.3338
C011,10.0,0.0,2023-03-01,15,0,4.472,0,0,2.3892
C011,10.0,0.0,2023-04-01,16,0,4.472,0,0,2.3558
C011,10.0,0.0,2023-05-01,17,0,4.472,0,0,2.3381
C011,10.0,0.0,2023-06-01,18,0,4.472,0,0,2.3475
C011,10.0,0.0,2023-07-01,19,0,4.472,0,0,2.4033
C011,10.0,0.0,2023-08-01,20,0,4.472,0,0,2.3597
C011,10.0,0.0,2023-09-01,21,0,4.472,0,0,2.3674
C011,10.0,0.0,2023-10-01,22,0,4.472,0,0,2.3489
C011,10.0,0.0,2023-11-01,23,0,4.472,0,0,2.3894
C011,10.0,0.0,2023-12-01,24,0,4.472,0,0,2.3406
C011,10.0,0.0,2024-01-01,25,0,4.472,0,1,2.3914
C011,10.0,0.0,2024-02-01,26,0,4.472,0,1,2.3511
C011,10.0,0.0,2024-03-01,27,0,4.472,0,1,2.3819
C011,10.0,0.0,2024-04-01,28,0,4.472,0,1,2.3645
C011,10.0,0.0,2024-05-01,29,0,4.472,0,1,2.3551
C011,10.0,0.0,2024-06-01,30,0,4.472,0,1,2.4355
C011,10.0,0.0,2024-07-01,31,0,4.472,0,1,2.3815
C011,10.0,0.0,2024-08-01,32,0,4.472,0,1,2.359
C011,10.0,0.0,2024-09-01,33,0,4.472,0,1,2.4302
C011,10.0,0.0,2024-10-01,34,0,4.472,0,1,2.3306
C011,10.0,0.0,2024-11-01,35,0,4.472,0,1,2.3537
C011,10.0,0.0,2024-12-01,36,0,4.472,0,1,2.3428
C012,11.0,0.0,2022-01-01,1,0,5.0,0,0,2.4904
C012,11.0,0.0,2022-02-01,2,0,5.0,0,0,2.4262
